Pokemon,Card Type,Generation,Card Number,Price
GOLISOPOD,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,018 OF 189,1.55
GOLISOPOD,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,018 OF 189,1.55
CHARIZARD V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,019 OF 189,10.99
CHARIZARD VMAX,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,020 OF 189,108.99
HOUNDOOM V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,021 OF 189,4.29
TORCHIC,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,022 OF 189,0.19
TORCHIC,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,022 OF 189,0.09
COMBUSKEN,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,023 OF 189,0.29
COMBUSKEN,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,023 OF 189,0.19
BLAZIKEN,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,024 OF 189,1.45
BLAZIKEN,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,024 OF 189,1.45
HEATRAN,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,025 OF 189,1.65
HEATRAN,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,025 OF 189,0.79
PANSEAR,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,026 OF 189,0.19
PANSEAR,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,026 OF 189,0.09
SIMISEAR,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,027 OF 189,0.29
SIMISEAR,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,027 OF 189,0.19
GALARIAN DARMANITAN,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,028 OF 189,0.89
GALARIAN DARMANITAN,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,028 OF 189,0.49
LARVESTA,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,029 OF 189,0.19
LARVESTA,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,029 OF 189,0.09
VOLCARONA,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,030 OF 189,0.59
VOLCARONA,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,030 OF 189,0.29
FLETCHINDER,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,031 OF 189,0.29
FLETCHINDER,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,031 OF 189,0.19
TALONFLAME,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,032 OF 189,0.69
TALONFLAME,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,032 OF 189,0.29
CENTISKORCH V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,033 OF 189,4.79
CENTISKORCH VMAX,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,034 OF 189,10.99
GALARIAN MR. MIME,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,035 OF 189,0.29
GALARIAN MR. MIME,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,035 OF 189,0.09
GALARIAN MR. RIME,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,036 OF 189,2.79
GALARIAN MR. RIME,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,036 OF 189,1.35
SUICUNE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,037 OF 189,2.29
SUICUNE,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,037 OF 189,1.45
FEEBAS,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,038 OF 189,0.19
FEEBAS,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,038 OF 189,0.09
MILOTIC,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,039 OF 189,1.85
MILOTIC,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,039 OF 189,1.25
RELICANTH,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,040 OF 189,0.29
RELICANTH,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,040 OF 189,0.19
PANPOUR,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,041 OF 189,0.19
PANPOUR,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,041 OF 189,0.09
SIMIPOUR,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,042 OF 189,0.29
SIMIPOUR,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,042 OF 189,0.19
GALARIAN DARUMAKA,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,043 OF 189,0.19
GALARIAN DARUMAKA,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,043 OF 189,0.09
GALARIAN DARMANITAN,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,044 OF 189,0.89
GALARIAN DARMANITAN,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,044 OF 189,0.59
VANILLITE,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,045 OF 189,0.19
VANILLITE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,045 OF 189,0.09
VANILLISH,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,046 OF 189,0.29
VANILLISH,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,046 OF 189,0.19
VANILLUXE,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,047 OF 189,0.59
VANILLUXE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,047 OF 189,0.29
CUBCHOO,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,048 OF 189,0.19
CUBCHOO,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,048 OF 189,0.09
BEARTIC,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,049 OF 189,0.39
BEARTIC,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,049 OF 189,0.29
WISHIWASHI,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,050 OF 189,0.19
WISHIWASHI,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,050 OF 189,0.09
MAREANIE,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,051 OF 189,0.19
MAREANIE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,051 OF 189,0.09
TOXAPEX,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,052 OF 189,0.39
TOXAPEX,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,052 OF 189,0.29
DRACOVISH,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,053 OF 189,2.15
DRACOVISH,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,053 OF 189,1.85
ARCTOVISH,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,054 OF 189,0.69
ARCTOVISH,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,054 OF 189,0.29
MAREEP,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,055 OF 189,0.19
MAREEP,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,055 OF 189,0.09
FLAAFFY,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,056 OF 189,0.29
FLAAFFY,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,056 OF 189,0.19
AMPHAROS,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,057 OF 189,0.89
AMPHAROS,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,057 OF 189,0.29
ELECTRIKE,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,058 OF 189,0.19
ELECTRIKE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,058 OF 189,0.09
MANECTRIC,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,059 OF 189,0.49
MANECTRIC,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,059 OF 189,0.29
VIKAVOLT V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,060 OF 189,5.45
TAPU KOKO,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,061 OF 189,1.55
TAPU KOKO,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,061 OF 189,1.35
TOXEL,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,062 OF 189,0.29
TOXEL,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,062 OF 189,0.09
TOXTRICITY,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,063 OF 189,2.15
TOXTRICITY,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,063 OF 189,1.55
PINCURCHIN,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,064 OF 189,1.35
PINCURCHIN,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,064 OF 189,0.89
DRACOZOLT,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,065 OF 189,0.89
DRACOZOLT,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,065 OF 189,0.79
ARCTOZOLT,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,066 OF 189,1.85
ARCTOZOLT,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,066 OF 189,1.35
JIGGLYPUFF,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,067 OF 189,0.19
JIGGLYPUFF,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,067 OF 189,0.09
WIGGLYTUFF,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,068 OF 189,0.59
WIGGLYTUFF,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,068 OF 189,0.29
MEW V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,069 OF 189,5.75
SNUBBULL,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,070 OF 189,0.19
SNUBBULL,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,070 OF 189,0.09
GRANBULL,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,071 OF 189,0.59
GRANBULL,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,071 OF 189,0.29
LUNATONE,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,072 OF 189,0.29
LUNATONE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,072 OF 189,0.19
GOTHITA,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,073 OF 189,0.19
GOTHITA,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,073 OF 189,0.09
GOTHORITA,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,074 OF 189,0.29
GOTHORITA,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,074 OF 189,0.19
GOTHITELLE,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,075 OF 189,0.39
GOTHITELLE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,075 OF 189,0.29
GOLETT,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,076 OF 189,0.19
GOLETT,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,076 OF 189,0.09
GOLURK,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,077 OF 189,0.49
GOLURK,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,077 OF 189,0.29
DEDENNE,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,078 OF 189,0.79
DEDENNE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,078 OF 189,0.19
MORELULL,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,079 OF 189,0.19
MORELULL,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,079 OF 189,0.09
SHIINOTIC,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,080 OF 189,0.29
SHIINOTIC,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,080 OF 189,0.19
MIMIKYU,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,081 OF 189,1.55
MIMIKYU,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,081 OF 189,0.49
SINISTEA,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,082 OF 189,0.49
SINISTEA,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,082 OF 189,0.19
POLTEAGEIST,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,083 OF 189,0.89
POLTEAGEIST,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,083 OF 189,0.29
DIGLETT,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,084 OF 189,0.19
DIGLETT,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,084 OF 189,0.09
DUGTRIO,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,085 OF 189,0.29
DUGTRIO,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,085 OF 189,0.19
LARVITAR,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,086 OF 189,0.19
LARVITAR,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,086 OF 189,0.09
PUPITAR,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,087 OF 189,0.29
PUPITAR,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,087 OF 189,0.19
TYRANITAR,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,088 OF 189,2.35
TYRANITAR,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,088 OF 189,1.99
TRAPINCH,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,089 OF 189,0.19
TRAPINCH,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,089 OF 189,0.09
VIBRAVA,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,090 OF 189,0.29
VIBRAVA,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,090 OF 189,0.19
FLYGON,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,091 OF 189,0.55
FLYGON,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,091 OF 189,0.29
SOLROCK,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,092 OF 189,0.29
SOLROCK,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,092 OF 189,0.19
HIPPOPOTAS,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,093 OF 189,0.19
HIPPOPOTAS,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,093 OF 189,0.09
HIPPOWDON,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,094 OF 189,0.39
HIPPOWDON,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,094 OF 189,0.29
RHYPERIOR V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,095 OF 189,4.55
DIGGERSBY,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,096 OF 189,0.39
DIGGERSBY,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,096 OF 189,0.29
PASSIMIAN,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,097 OF 189,0.19
PASSIMIAN,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,097 OF 189,0.09
GALARIAN SIRFETCH'D,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,098 OF 189,1.15
GALARIAN SIRFETCH'D,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,098 OF 189,0.79
GALARIAN SLOWBRO V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,099 OF 189,3.79
GRIMER,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,100 OF 189,0.19
GRIMER,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,100 OF 189,0.09
MUK,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,101 OF 189,0.55
MUK,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,101 OF 189,0.29
SPINARAK,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,102 OF 189,0.19
SPINARAK,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,102 OF 189,0.09
ARIADOS,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,103 OF 189,0.59
ARIADOS,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,103 OF 189,0.29
CROBAT V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,104 OF 189,7.75
DARKRAI,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,105 OF 189,1.85
DARKRAI,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,105 OF 189,1.25
PURRLOIN,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,106 OF 189,0.19
PURRLOIN,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,106 OF 189,0.09
LIEPARD,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,107 OF 189,0.39
LIEPARD,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,107 OF 189,0.29
DEINO,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,108 OF 189,0.19
DEINO,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,108 OF 189,0.09
ZWEILOUS,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,109 OF 189,0.29
ZWEILOUS,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,109 OF 189,0.19
HYDREIGON,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,110 OF 189,1.85
HYDREIGON,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,110 OF 189,0.79
HOOPA.,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,111 OF 189,2.29
HOOPA.,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,111 OF 189,2.15
NICKIT,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,112 OF 189,0.19
NICKIT,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,112 OF 189,0.09
THIEVUL,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,113 OF 189,0.59
THIEVUL,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,113 OF 189,0.29
GRIMMSNARL V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,114 OF 189,3.75
GRIMMSNARL VMAX,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,115 OF 189,9.75
ETERNATUS V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,116 OF 189,4.79
ETERNATUS VMAX,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,117 OF 189,18.99
SCIZOR V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,118 OF 189,4.29
SCIZOR VMAX,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,119 OF 189,7.75
SKARMORY,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,120 OF 189,0.19
SKARMORY,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,120 OF 189,0.09
ARON,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,121 OF 189,0.19
ARON,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,121 OF 189,0.09
LAIRON,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,122 OF 189,0.29
LAIRON,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,122 OF 189,0.19
AGGRON,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,123 OF 189,1.85
AGGRON,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,123 OF 189,1.25
ESCAVALIER,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,124 OF 189,0.39
ESCAVALIER,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,124 OF 189,0.29
KLINK,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,125 OF 189,0.19
KLINK,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,125 OF 189,0.09
KLANG,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,126 OF 189,0.29
KLANG,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,126 OF 189,0.19
KLINKLANG,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,127 OF 189,0.59
KLINKLANG,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,127 OF 189,0.29
GALARIAN STUNFISK V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,128 OF 189,4.29
MELTAN,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,129 OF 189,0.19
MELTAN,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,129 OF 189,0.09
MELMETAL,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,130 OF 189,0.59
MELMETAL,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,130 OF 189,0.49
CUFANT,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,131 OF 189,0.19
CUFANT,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,131 OF 189,0.09
COPPERAJAH,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,132 OF 189,1.85
COPPERAJAH,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,132 OF 189,1.35
KANGASKHAN,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,133 OF 189,1.85
KANGASKHAN,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,133 OF 189,1.85
TAUROS,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,134 OF 189,0.19
TAUROS,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,134 OF 189,0.09
SENTRET,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,135 OF 189,0.19
SENTRET,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,135 OF 189,0.09
FURRET,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,136 OF 189,0.19
FURRET,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,136 OF 189,0.09
DUNSPARCE,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,137 OF 189,0.19
DUNSPARCE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,137 OF 189,0.09
TEDDIURSA,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,138 OF 189,0.19
TEDDIURSA,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,138 OF 189,0.09
URSARING,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,139 OF 189,0.29
URSARING,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,139 OF 189,0.19
LUGIA,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,140 OF 189,2.29
LUGIA,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,140 OF 189,1.85
SKITTY,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,141 OF 189,0.19
SKITTY,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,141 OF 189,0.09
DELCATTY,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,142 OF 189,0.59
DELCATTY,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,142 OF 189,0.29
SALAMENCE V,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,143 OF 189,4.29
SALAMENCE VMAX,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,144 OF 189,9.75
STARLY,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,145 OF 189,0.19
STARLY,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,145 OF 189,0.09
STARAVIA,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,146 OF 189,0.29
STARAVIA,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,146 OF 189,0.19
STARAPTOR,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,147 OF 189,0.49
STARAPTOR,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,147 OF 189,0.29
DUCKLETT,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,148 OF 189,0.19
DUCKLETT,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,148 OF 189,0.09
SWANNA,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,149 OF 189,0.39
SWANNA,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,149 OF 189,0.29
BUNNELBY,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,150 OF 189,0.69
BUNNELBY,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,150 OF 189,0.19
FLETCHLING,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,151 OF 189,0.19
FLETCHLING,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,151 OF 189,0.09
SKWOVET,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,152 OF 189,0.19
SKWOVET,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,152 OF 189,0.09
GREEDENT,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,153 OF 189,0.39
GREEDENT,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,153 OF 189,0.29
ROOKIDEE,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,154 OF 189,0.19
ROOKIDEE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,154 OF 189,0.09
CORVISQUIRE,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,155 OF 189,0.29
CORVISQUIRE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,155 OF 189,0.19
CORVIKNIGHT,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,156 OF 189,1.85
CORVIKNIGHT,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,156 OF 189,1.25
BIG PARASOL,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,157 OF 189,1.35
BIG PARASOL,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,157 OF 189,0.25
BILLOWING SMOKE,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,158 OF 189,0.39
BILLOWING SMOKE,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,158 OF 189,0.19
BIRD KEEPER,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,159 OF 189,0.69
BIRD KEEPER,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,159 OF 189,0.49
CAPE OF TOUGHNESS,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,160 OF 189,1.25
CAPE OF TOUGHNESS,STANDARD,SWORD AND SHIELD - DARKNESS ABLAZE,160 OF 189,0.49
FAMILIAR BELL,REVERSE HOLO,SWORD AND SHIELD - DARKNESS ABLAZE,161 OF 189,1.15
